complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly,resolved_days_new,resolution_date_new,cost_difference,cost_diff_percent
C3897,"Tree fallen near Lane 60 in Nigdi, blocking road and footpath.",Nigdi,Tree Falling,2024-02-06,Urban Forestry and Landscaping Department,High,Resolved,Bavdhan,Drainage Problem,248,2024-10-11,High,5,Issue handled professionally.,Completed,8572,2024-09-08,8291,False,No,Tree Falling,Nigdi,9,2024-02-15,281,0.0338921722349535
C3898,"Sewage overflow issue near Lane 58 in Dhankawadi, foul smell and waterlogging.",Dhankawadi,Sewage Problem,2024-04-03,Sewerage and Drainage Department,High,In Progress,Kothrud,Garbage Issue,5,2024-04-08,High,1,Issue still persists.,Rejected,0,,402,True,Yes,Sewage Problem,Dhankawadi,9,2024-04-12,402,1.0
C3899,"Frequent power cuts near Lane 48 in Parvati, needs investigation.",Parvati,Electricity Issue,2024-02-22,Electricity Distribution Department,High,In Progress,Swargate,Road Damage,60,2024-04-22,Low,4,"Resolved quickly, thanks!",Completed,9913,2024-02-22,9575,False,Yes,Electricity Issue,Parvati,22,2024-03-15,338,0.0353002610966057
C3900,"Streetlights not working near Lane 28 in Dhankawadi, causing night-time hazards.",Dhankawadi,Streetlight Issue,2024-03-14,Urban Lighting and Infrastructure Department,Medium,In Progress,Sinhagad Road,Road Damage,155,2024-08-16,Medium,2,Neutral experience.,In Progress,0,,450,True,Yes,Streetlight Issue,Dhankawadi,18,2024-04-01,450,1.0
C3901,"Unauthorized parking near Lane 49 in Wanowrie, causing congestion.",Wanowrie,Illegal Parking,2024-01-10,Traffic and Transportation Department,Medium,In Progress,Nanded,Illegal Construction,235,2024-09-01,Low,2,Took some time but resolved.,Completed,2602,2024-04-14,2321,False,No,Illegal Parking,Wanowrie,22,2024-02-01,281,0.1210685049547608
C3902,"High noise levels from activities near Lane 15 in Nigdi, disturbing peace.",Nigdi,Noise Pollution,2024-01-22,Environmental Protection Department,Low,Pending,Sinhagad Road,Noise Pollution,151,2024-06-21,Low,5,Appreciate the fast response.,Completed,5250,2024-06-16,5019,False,No,Noise Pollution,Nigdi,0,,231,0.0460251046025104
C3903,"High noise levels from activities near Lane 40 in Bavdhan, disturbing peace.",Bavdhan,Noise Pollution,2024-01-17,Environmental Protection Department,Low,Resolved,Talegaon,Water Leakage,166,2024-07-01,High,5,Very satisfied with the resolution.,Completed,8083,2024-05-14,8214,False,No,Noise Pollution,Bavdhan,3,2024-01-20,131,0.0159483808132456
C3904,"Frequent power cuts near Lane 22 in Chinchwad, needs investigation.",Chinchwad,Electricity Issue,2024-01-13,Electricity Distribution Department,High,In Progress,Kondhwa,Drainage Problem,220,2024-08-20,High,5,Appreciate the fast response.,Completed,9231,2024-05-31,9636,False,Yes,Electricity Issue,Chinchwad,5,2024-01-18,405,0.0420298879202988
C3905,"Damaged road with potholes near Lane 1 in Camp, dangerous for vehicles.",Camp,Road Damage,2024-01-08,Public Works Department,High,Resolved,Sinhagad Road,Road Damage,80,2024-03-28,Medium,5,Appreciate the fast response.,Completed,4039,2025-01-02,4386,False,Yes,Road Damage,Camp,15,2024-01-23,347,0.0791153670770633
C3906,"Water leakage from pipeline near Lane 63 in Nigdi, needs urgent attention.",Nigdi,Water Issue,2024-02-05,Water Supply and Sanitation Department,High,Resolved,Camp,Animal Nuisance,112,2024-05-27,High,4,Appreciate the fast response.,Completed,5284,2024-03-12,5183,False,No,Water Issue,Nigdi,9,2024-02-14,101,0.0194867837159945
C3907,"Tree fallen near Lane 10 in Dhankawadi, blocking road and footpath.",Dhankawadi,Tree Falling,2024-04-09,Urban Forestry and Landscaping Department,High,Pending,Kharadi,Illegal Construction,263,2024-12-28,High,5,"Resolved quickly, thanks!",Completed,9017,2024-06-03,8698,False,Yes,Tree Falling,Dhankawadi,0,,319,0.0366750977236146
C3908,"Damaged road with potholes near Lane 31 in Wagholi, dangerous for vehicles.",Wagholi,Road Damage,2024-02-14,Public Works Department,High,Pending,Swargate,Sewage Overflow,274,2024-11-14,Medium,4,"Resolved quickly, thanks!",Rejected,0,,490,True,Yes,Road Damage,Wagholi,0,,490,1.0
C3909,"Stray dogs causing fear near Lane 46 in Pimpri, especially for kids.",Pimpri,Animal Nuisance,2024-01-30,Animal Control and Welfare Department,Low,In Progress,Karvenagar,Drainage Problem,156,2024-07-04,High,5,Very satisfied with the resolution.,Completed,6797,2025-02-08,6914,False,No,Animal Nuisance,Pimpri,1,2024-01-31,117,0.0169221868672259
C3910,"High noise levels from activities near Lane 45 in Wagholi, disturbing peace.",Wagholi,Noise Pollution,2024-01-17,Environmental Protection Department,Low,Pending,Balewadi,Road Damage,135,2024-05-31,Medium,3,"Not bad, not great.",Completed,3343,2024-01-05,3571,False,No,Noise Pollution,Wagholi,0,,228,0.0638476617194063
C3911,"Uncollected garbage near Lane 51 in Nigdi, causing health concerns.",Nigdi,Garbage Issue,2024-01-29,Municipal Waste Management Department,Medium,Pending,Balewadi,Tree Fall,323,2024-12-17,Low,2,Not satisfied with the service.,Completed,2973,2024-01-12,2677,False,No,Garbage Issue,Nigdi,0,,296,0.1105715353007097
C3912,"Stray dogs causing fear near Lane 68 in NIBM Road, especially for kids.",NIBM Road,Animal Nuisance,2024-03-24,Animal Control and Welfare Department,Low,Resolved,Kharadi,Garbage Issue,241,2024-11-20,Low,2,Took some time but resolved.,Completed,8826,2024-08-07,8907,False,No,Animal Nuisance,NIBM Road,27,2024-04-20,81,0.0090939710340181
C3913,"Unauthorized parking near Lane 7 in Aundh, causing congestion.",Aundh,Illegal Parking,2024-03-28,Traffic and Transportation Department,Medium,Pending,Warje,Tree Fall,267,2024-12-20,Low,2,"Not bad, not great.",Completed,3545,2024-08-24,3600,False,No,Illegal Parking,Aundh,0,,55,0.0152777777777777
C3914,"Unauthorized parking near Lane 42 in Chinchwad, causing congestion.",Chinchwad,Illegal Parking,2024-02-09,Traffic and Transportation Department,Medium,In Progress,Fursungi,Garbage Issue,155,2024-07-13,Medium,5,Appreciate the fast response.,Completed,1716,2024-12-06,2056,False,Yes,Illegal Parking,Chinchwad,13,2024-02-22,340,0.1653696498054474
C3915,"High noise levels from activities near Lane 63 in Kothrud, disturbing peace.",Kothrud,Noise Pollution,2024-03-29,Environmental Protection Department,Low,Resolved,Warje,Animal Nuisance,153,2024-08-29,Low,4,Very satisfied with the resolution.,In Progress,0,,312,True,Yes,Noise Pollution,Kothrud,29,2024-04-27,312,1.0
C3916,"Damaged road with potholes near Lane 9 in Dhanori, dangerous for vehicles.",Dhanori,Road Damage,2024-01-08,Public Works Department,High,Pending,Kondhwa,Street Light,306,2024-11-09,High,2,Average service.,Completed,1333,2024-09-25,1060,False,No,Road Damage,Dhanori,0,,273,0.2575471698113207
C3917,"Unauthorized parking near Lane 33 in Dhankawadi, causing congestion.",Dhankawadi,Illegal Parking,2024-01-21,Traffic and Transportation Department,Medium,Pending,Chinchwad,Illegal Construction,228,2024-09-05,Low,2,Issue still persists.,Completed,5741,2024-11-17,5936,False,No,Illegal Parking,Dhankawadi,0,,195,0.0328504043126684
C3918,"Uncollected garbage near Lane 47 in Parvati, causing health concerns.",Parvati,Garbage Issue,2024-01-21,Municipal Waste Management Department,Medium,In Progress,Bibwewadi,Drainage Problem,61,2024-03-22,Low,4,Very satisfied with the resolution.,In Progress,0,,118,True,No,Garbage Issue,Parvati,26,2024-02-16,118,1.0
C3919,"Damaged road with potholes near Lane 69 in Viman Nagar, dangerous for vehicles.",Viman Nagar,Road Damage,2024-03-31,Public Works Department,High,Pending,Nigdi,Garbage Issue,-15,2024-03-16,Medium,4,Appreciate the fast response.,Completed,7087,2024-11-20,7182,False,No,Road Damage,Viman Nagar,0,,95,0.0132275132275132
C3920,"Sewage overflow issue near Lane 25 in Sinhagad Road, foul smell and waterlogging.",Sinhagad Road,Sewage Problem,2024-02-02,Sewerage and Drainage Department,High,In Progress,Camp,Noise Pollution,315,2024-12-13,High,5,"Resolved quickly, thanks!",Rejected,0,,349,True,Yes,Sewage Problem,Sinhagad Road,6,2024-02-08,349,1.0
C3921,"Tree fallen near Lane 5 in Wagholi, blocking road and footpath.",Wagholi,Tree Falling,2024-03-26,Urban Forestry and Landscaping Department,High,In Progress,Dhankawadi,Street Light,6,2024-04-01,Medium,4,Issue handled professionally.,In Progress,0,,-251,False,No,Tree Falling,Wagholi,15,2024-04-10,251,-1.0
C3922,"Unauthorized parking near Lane 62 in Nigdi, causing congestion.",Nigdi,Illegal Parking,2024-01-01,Traffic and Transportation Department,Medium,Pending,Parvati,Road Damage,204,2024-07-23,Medium,4,Appreciate the fast response.,Completed,5045,2024-10-11,5419,False,Yes,Illegal Parking,Nigdi,0,,374,0.0690164236944085
C3923,"Damaged road with potholes near Lane 37 in Balewadi, dangerous for vehicles.",Balewadi,Road Damage,2024-01-16,Public Works Department,High,Pending,Swargate,Street Light,304,2024-11-15,High,5,Issue handled professionally.,Completed,2181,2025-02-04,2121,False,No,Road Damage,Balewadi,0,,60,0.0282885431400282
C3924,"Frequent power cuts near Lane 15 in Warje, needs investigation.",Warje,Electricity Issue,2024-04-08,Electricity Distribution Department,High,In Progress,Balewadi,Garbage Issue,47,2024-05-25,High,5,Very satisfied with the resolution.,Completed,6459,2024-12-12,6491,False,No,Electricity Issue,Warje,7,2024-04-15,32,0.0049299029425358
C3925,"Sewage overflow issue near Lane 3 in Balewadi, foul smell and waterlogging.",Balewadi,Sewage Problem,2024-03-16,Sewerage and Drainage Department,High,In Progress,Lohegaon,Drainage Problem,-3,2024-03-13,High,2,Neutral experience.,Completed,7119,2024-12-21,6814,False,Yes,Sewage Problem,Balewadi,4,2024-03-20,305,0.044760786615791
C3926,"Water leakage from pipeline near Lane 46 in Hadapsar, needs urgent attention.",Hadapsar,Water Issue,2024-02-15,Water Supply and Sanitation Department,High,Resolved,Kothrud,Tree Fall,-39,2024-01-07,High,2,Average service.,Completed,1886,2024-02-24,2075,False,No,Water Issue,Hadapsar,6,2024-02-21,189,0.0910843373493976
C3927,"Stray dogs causing fear near Lane 60 in Wagholi, especially for kids.",Wagholi,Animal Nuisance,2024-01-22,Animal Control and Welfare Department,Low,In Progress,Lohegaon,Street Light,234,2024-09-12,High,4,"Resolved quickly, thanks!",Completed,3569,2024-01-27,3997,False,Yes,Animal Nuisance,Wagholi,3,2024-01-25,428,0.1070803102326745
C3928,"Streetlights not working near Lane 30 in Thergaon, causing night-time hazards.",Thergaon,Streetlight Issue,2024-02-08,Urban Lighting and Infrastructure Department,Medium,In Progress,Viman Nagar,Road Damage,-2,2024-02-06,Low,5,"Great service, very happy.",Completed,9792,2025-01-14,10278,False,Yes,Streetlight Issue,Thergaon,24,2024-03-03,486,0.0472854640980735
C3929,"Streetlights not working near Lane 17 in Aundh, causing night-time hazards.",Aundh,Streetlight Issue,2024-02-18,Urban Lighting and Infrastructure Department,Medium,Pending,Aundh,Water Leakage,127,2024-06-24,High,4,"Great service, very happy.",Completed,4052,2024-12-04,4070,False,No,Streetlight Issue,Aundh,0,,18,0.0044226044226044
C3930,"Stray dogs causing fear near Lane 25 in Swargate, especially for kids.",Swargate,Animal Nuisance,2024-02-18,Animal Control and Welfare Department,Low,Pending,Pashan,Animal Nuisance,25,2024-03-14,Low,5,Appreciate the fast response.,Completed,7489,2024-10-09,7058,False,Yes,Animal Nuisance,Swargate,0,,431,0.0610654576367242
C3931,"Frequent power cuts near Lane 1 in Bibwewadi, needs investigation.",Bibwewadi,Electricity Issue,2024-02-22,Electricity Distribution Department,High,In Progress,Camp,Animal Nuisance,278,2024-11-26,High,5,Very satisfied with the resolution.,Escalated,0,,138,True,No,Electricity Issue,Bibwewadi,2,2024-02-24,138,1.0
C3932,"Tree fallen near Lane 12 in Model Colony, blocking road and footpath.",Model Colony,Tree Falling,2024-04-07,Urban Forestry and Landscaping Department,High,Resolved,Kharadi,Sewage Overflow,260,2024-12-23,Low,4,Appreciate the fast response.,Completed,3262,2024-08-25,3160,False,No,Tree Falling,Model Colony,22,2024-04-29,102,0.0322784810126582
C3933,"Water leakage from pipeline near Lane 34 in Shivajinagar, needs urgent attention.",Shivajinagar,Water Issue,2024-02-28,Water Supply and Sanitation Department,High,Resolved,Dhankawadi,Noise Pollution,104,2024-06-11,High,4,"Resolved quickly, thanks!",Completed,7413,2024-02-21,7890,False,Yes,Water Issue,Shivajinagar,9,2024-03-08,477,0.0604562737642585
C3934,"Tree fallen near Lane 32 in Swargate, blocking road and footpath.",Swargate,Tree Falling,2024-02-17,Urban Forestry and Landscaping Department,High,Pending,Bavdhan,Sewage Overflow,246,2024-10-20,High,5,"Resolved quickly, thanks!",In Progress,0,,171,True,No,Tree Falling,Swargate,0,,171,1.0
C3935,"Unauthorized parking near Lane 46 in Chinchwad, causing congestion.",Chinchwad,Illegal Parking,2024-01-18,Traffic and Transportation Department,Medium,Pending,Kharadi,Water Leakage,235,2024-09-09,High,4,"Resolved quickly, thanks!",Rejected,0,,259,True,No,Illegal Parking,Chinchwad,0,,259,1.0
C3936,"High noise levels from activities near Lane 22 in Baner, disturbing peace.",Baner,Noise Pollution,2024-03-21,Environmental Protection Department,Low,In Progress,Hadapsar,Street Light,171,2024-09-08,High,4,"Great service, very happy.",Completed,6665,2024-12-07,6367,False,No,Noise Pollution,Baner,6,2024-03-27,298,0.0468038322600911
C3937,"Sewage overflow issue near Lane 6 in Aundh, foul smell and waterlogging.",Aundh,Sewage Problem,2024-03-31,Sewerage and Drainage Department,High,In Progress,Pimpri,Sewage Overflow,152,2024-08-30,Low,5,"Resolved quickly, thanks!",Escalated,0,,-353,False,Yes,Sewage Problem,Aundh,22,2024-04-22,353,-1.0
C3938,"Unauthorized parking near Lane 10 in Parvati, causing congestion.",Parvati,Illegal Parking,2024-01-10,Traffic and Transportation Department,Medium,Pending,Bavdhan,Water Leakage,251,2024-09-17,Medium,2,It was okay.,Completed,3038,2024-10-22,3009,False,No,Illegal Parking,Parvati,0,,29,0.0096377534064473
C3939,"Streetlights not working near Lane 4 in Hadapsar, causing night-time hazards.",Hadapsar,Streetlight Issue,2024-01-09,Urban Lighting and Infrastructure Department,Medium,In Progress,Camp,Noise Pollution,140,2024-05-28,Medium,2,Took some time but resolved.,Completed,9495,2024-11-30,9649,False,No,Streetlight Issue,Hadapsar,11,2024-01-20,154,0.015960203129858
C3940,"Unauthorized parking near Lane 41 in Erandwane, causing congestion.",Erandwane,Illegal Parking,2024-01-09,Traffic and Transportation Department,Medium,In Progress,Kothrud,Sewage Overflow,286,2024-10-21,High,5,Very satisfied with the resolution.,Completed,5810,2024-12-02,6253,False,Yes,Illegal Parking,Erandwane,5,2024-01-14,443,0.070845993922917
C3941,"Unauthorized parking near Lane 9 in Warje, causing congestion.",Warje,Illegal Parking,2024-02-03,Traffic and Transportation Department,Medium,In Progress,Pashan,Drainage Problem,306,2024-12-05,Low,4,Very satisfied with the resolution.,Completed,686,2024-01-07,384,True,Yes,Illegal Parking,Warje,29,2024-03-03,302,0.7864583333333334
C3942,"Water leakage from pipeline near Lane 44 in Aundh, needs urgent attention.",Aundh,Water Issue,2024-01-11,Water Supply and Sanitation Department,High,In Progress,Shivajinagar,Animal Nuisance,341,2024-12-17,Low,4,Issue handled professionally.,Completed,946,2024-01-31,1362,True,Yes,Water Issue,Aundh,24,2024-02-04,416,0.3054331864904552
C3943,"Damaged road with potholes near Lane 4 in Kondhwa, dangerous for vehicles.",Kondhwa,Road Damage,2024-02-01,Public Works Department,High,Resolved,Fursungi,Illegal Construction,33,2024-03-05,High,4,Appreciate the fast response.,In Progress,0,,-75,False,No,Road Damage,Kondhwa,1,2024-02-02,75,-1.0
C3944,"Stray dogs causing fear near Lane 27 in Wagholi, especially for kids.",Wagholi,Animal Nuisance,2024-03-07,Animal Control and Welfare Department,Low,Pending,Fursungi,Sewage Overflow,-40,2024-01-27,Low,4,Appreciate the fast response.,Completed,8715,2024-09-07,8880,False,No,Animal Nuisance,Wagholi,0,,165,0.018581081081081
C3945,"Streetlights not working near Lane 59 in Hadapsar, causing night-time hazards.",Hadapsar,Streetlight Issue,2024-03-12,Urban Lighting and Infrastructure Department,Medium,In Progress,Swargate,Animal Nuisance,221,2024-10-19,Medium,5,Appreciate the fast response.,Completed,6611,2024-12-23,6602,False,No,Streetlight Issue,Hadapsar,12,2024-03-24,9,0.001363223265677
C3946,"Uncollected garbage near Lane 32 in Model Colony, causing health concerns.",Model Colony,Garbage Issue,2024-04-06,Municipal Waste Management Department,Medium,Pending,Parvati,Animal Nuisance,-38,2024-02-28,Low,2,It was okay.,Completed,3886,2024-12-13,4273,False,Yes,Garbage Issue,Model Colony,0,,387,0.0905686871050784
C3947,"Uncollected garbage near Lane 64 in Sinhagad Road, causing health concerns.",Sinhagad Road,Garbage Issue,2024-03-26,Municipal Waste Management Department,Medium,In Progress,Wakad,Garbage Issue,31,2024-04-26,High,4,"Great service, very happy.",Rejected,0,,395,True,Yes,Garbage Issue,Sinhagad Road,7,2024-04-02,395,1.0
C3948,"Streetlights not working near Lane 52 in Parvati, causing night-time hazards.",Parvati,Streetlight Issue,2024-03-08,Urban Lighting and Infrastructure Department,Medium,In Progress,Kothrud,Drainage Problem,143,2024-07-29,Medium,4,Issue handled professionally.,Completed,808,2024-05-13,449,True,Yes,Streetlight Issue,Parvati,18,2024-03-26,359,0.799554565701559
C3949,"Stray dogs causing fear near Lane 13 in Kothrud, especially for kids.",Kothrud,Animal Nuisance,2024-01-22,Animal Control and Welfare Department,Low,Pending,Chinchwad,Garbage Issue,279,2024-10-27,High,2,Very poor response.,Completed,4467,2024-11-06,4279,False,No,Animal Nuisance,Kothrud,0,,188,0.0439354989483524
C3950,"High noise levels from activities near Lane 19 in Erandwane, disturbing peace.",Erandwane,Noise Pollution,2024-01-21,Environmental Protection Department,Low,Resolved,Karvenagar,Tree Fall,249,2024-09-26,Low,5,"Resolved quickly, thanks!",In Progress,0,,-336,False,Yes,Noise Pollution,Erandwane,24,2024-02-14,336,-1.0
C3951,"Stray dogs causing fear near Lane 56 in Kothrud, especially for kids.",Kothrud,Animal Nuisance,2024-02-05,Animal Control and Welfare Department,Low,Pending,Bavdhan,Street Light,85,2024-04-30,Medium,5,"Resolved quickly, thanks!",Completed,1618,2025-02-06,1431,False,No,Animal Nuisance,Kothrud,0,,187,0.1306778476589797
C3952,"Sewage overflow issue near Lane 8 in Viman Nagar, foul smell and waterlogging.",Viman Nagar,Sewage Problem,2024-01-05,Sewerage and Drainage Department,High,In Progress,Fursungi,Tree Fall,135,2024-05-19,High,5,"Great service, very happy.",Completed,5441,2024-06-30,4961,False,Yes,Sewage Problem,Viman Nagar,4,2024-01-09,480,0.09675468655513
C3953,"High noise levels from activities near Lane 13 in Model Colony, disturbing peace.",Model Colony,Noise Pollution,2024-02-19,Environmental Protection Department,Low,Resolved,Dhanori,Illegal Construction,43,2024-04-02,Low,4,Very satisfied with the resolution.,Rejected,0,,-419,False,Yes,Noise Pollution,Model Colony,22,2024-03-12,419,-1.0
C3954,"High noise levels from activities near Lane 47 in Erandwane, disturbing peace.",Erandwane,Noise Pollution,2024-01-26,Environmental Protection Department,Low,Resolved,Bibwewadi,Street Light,151,2024-06-25,Medium,4,Appreciate the fast response.,Completed,5523,2024-10-06,5603,False,No,Noise Pollution,Erandwane,19,2024-02-14,80,0.0142780653221488
C3955,"Tree fallen near Lane 35 in Pimpri, blocking road and footpath.",Pimpri,Tree Falling,2024-01-01,Urban Forestry and Landscaping Department,High,Resolved,Hadapsar,Sewage Overflow,225,2024-08-13,Low,2,Not satisfied with the service.,Completed,3879,2024-06-28,3509,False,Yes,Tree Falling,Pimpri,28,2024-01-29,370,0.1054431461954972
C3956,"Water leakage from pipeline near Lane 50 in Parvati, needs urgent attention.",Parvati,Water Issue,2024-03-29,Water Supply and Sanitation Department,High,Pending,Karvenagar,Noise Pollution,56,2024-05-24,Medium,3,Neutral experience.,Completed,9686,2024-11-10,9784,False,No,Water Issue,Parvati,0,,98,0.0100163532297628
C3957,"Streetlights not working near Lane 26 in Bavdhan, causing night-time hazards.",Bavdhan,Streetlight Issue,2024-02-19,Urban Lighting and Infrastructure Department,Medium,Pending,Bibwewadi,Illegal Construction,231,2024-10-07,High,4,Very satisfied with the resolution.,Completed,9433,2024-08-29,9662,False,No,Streetlight Issue,Bavdhan,0,,229,0.0237010970813496
C3958,"Water leakage from pipeline near Lane 41 in Aundh, needs urgent attention.",Aundh,Water Issue,2024-02-19,Water Supply and Sanitation Department,High,Pending,Viman Nagar,Illegal Construction,186,2024-08-23,Medium,2,Very poor response.,Rejected,0,,432,True,Yes,Water Issue,Aundh,0,,432,1.0
C3959,"Water leakage from pipeline near Lane 49 in Warje, needs urgent attention.",Warje,Water Issue,2024-01-31,Water Supply and Sanitation Department,High,Resolved,Wakad,Street Light,79,2024-04-19,Low,4,Very satisfied with the resolution.,Completed,9920,2024-07-07,10403,False,Yes,Water Issue,Warje,26,2024-02-26,483,0.0464289147361338
C3960,"High noise levels from activities near Lane 15 in Baner, disturbing peace.",Baner,Noise Pollution,2024-01-08,Environmental Protection Department,Low,Pending,Karvenagar,Animal Nuisance,38,2024-02-15,Low,4,Appreciate the fast response.,Completed,3666,2024-05-27,3470,False,No,Noise Pollution,Baner,0,,196,0.0564841498559077
C3961,"Uncollected garbage near Lane 37 in NIBM Road, causing health concerns.",NIBM Road,Garbage Issue,2024-02-05,Municipal Waste Management Department,Medium,Pending,Camp,Illegal Construction,227,2024-09-19,High,5,"Resolved quickly, thanks!",Escalated,0,,414,True,Yes,Garbage Issue,NIBM Road,0,,414,1.0
C3962,"Unauthorized parking near Lane 10 in Sinhagad Road, causing congestion.",Sinhagad Road,Illegal Parking,2024-03-16,Traffic and Transportation Department,Medium,Resolved,Camp,Street Light,276,2024-12-17,Medium,4,Very satisfied with the resolution.,Completed,7003,2025-02-13,6873,False,No,Illegal Parking,Sinhagad Road,16,2024-04-01,130,0.0189145933362432
C3963,"Sewage overflow issue near Lane 47 in Bibwewadi, foul smell and waterlogging.",Bibwewadi,Sewage Problem,2024-02-04,Sewerage and Drainage Department,High,Pending,Parvati,Tree Fall,179,2024-08-01,Low,3,Took some time but resolved.,Escalated,0,,356,True,Yes,Sewage Problem,Bibwewadi,0,,356,1.0
C3964,"Unauthorized parking near Lane 64 in Swargate, causing congestion.",Swargate,Illegal Parking,2024-01-18,Traffic and Transportation Department,Medium,Resolved,Kondhwa,Road Damage,55,2024-03-13,Medium,4,Appreciate the fast response.,In Progress,0,,352,True,Yes,Illegal Parking,Swargate,17,2024-02-04,352,1.0
C3965,"Unauthorized parking near Lane 54 in Parvati, causing congestion.",Parvati,Illegal Parking,2024-02-17,Traffic and Transportation Department,Medium,Pending,Kharadi,Animal Nuisance,310,2024-12-23,Low,4,"Great service, very happy.",Completed,4568,2024-02-12,4451,False,No,Illegal Parking,Parvati,0,,117,0.0262862278139743
C3966,"Uncollected garbage near Lane 28 in Shivajinagar, causing health concerns.",Shivajinagar,Garbage Issue,2024-02-25,Municipal Waste Management Department,Medium,Resolved,Kothrud,Water Leakage,-49,2024-01-07,High,3,"Not bad, not great.",Completed,3856,2025-01-06,4263,False,Yes,Garbage Issue,Shivajinagar,1,2024-02-26,407,0.0954726718273516
C3967,"Water leakage from pipeline near Lane 32 in Baner, needs urgent attention.",Baner,Water Issue,2024-03-31,Water Supply and Sanitation Department,High,In Progress,Sinhagad Road,Garbage Issue,26,2024-04-26,Low,3,Took some time but resolved.,Escalated,0,,-56,False,No,Water Issue,Baner,23,2024-04-23,56,-1.0
C3968,"Stray dogs causing fear near Lane 65 in Parvati, especially for kids.",Parvati,Animal Nuisance,2024-03-02,Animal Control and Welfare Department,Low,In Progress,Vishrantwadi,Drainage Problem,129,2024-07-09,Low,2,Took some time but resolved.,Completed,1872,2025-01-08,1796,False,No,Animal Nuisance,Parvati,24,2024-03-26,76,0.042316258351893
C3969,"Tree fallen near Lane 50 in Nigdi, blocking road and footpath.",Nigdi,Tree Falling,2024-01-24,Urban Forestry and Landscaping Department,High,In Progress,Baner,Animal Nuisance,327,2024-12-16,High,5,Very satisfied with the resolution.,Completed,2276,2024-08-25,1936,False,Yes,Tree Falling,Nigdi,5,2024-01-29,340,0.1756198347107438
C3970,"Stray dogs causing fear near Lane 44 in Erandwane, especially for kids.",Erandwane,Animal Nuisance,2024-03-28,Animal Control and Welfare Department,Low,Pending,Kharadi,Tree Fall,168,2024-09-12,Medium,4,Appreciate the fast response.,In Progress,0,,-323,False,Yes,Animal Nuisance,Erandwane,0,,323,-1.0
C3971,"High noise levels from activities near Lane 24 in Dhanori, disturbing peace.",Dhanori,Noise Pollution,2024-01-23,Environmental Protection Department,Low,In Progress,Bibwewadi,Sewage Overflow,27,2024-02-19,Low,4,"Resolved quickly, thanks!",In Progress,0,,128,True,No,Noise Pollution,Dhanori,20,2024-02-12,128,1.0
C3972,"Water leakage from pipeline near Lane 59 in Parvati, needs urgent attention.",Parvati,Water Issue,2024-03-11,Water Supply and Sanitation Department,High,Resolved,Wakad,Water Leakage,54,2024-05-04,High,5,Very satisfied with the resolution.,Completed,918,2024-10-21,1125,False,No,Water Issue,Parvati,3,2024-03-14,207,0.184
C3973,"Frequent power cuts near Lane 6 in Swargate, needs investigation.",Swargate,Electricity Issue,2024-03-27,Electricity Distribution Department,High,In Progress,Lohegaon,Water Leakage,187,2024-09-30,High,3,Neutral experience.,Completed,7306,2024-05-06,7700,False,Yes,Electricity Issue,Swargate,2,2024-03-29,394,0.0511688311688311
C3974,"Damaged road with potholes near Lane 52 in Kothrud, dangerous for vehicles.",Kothrud,Road Damage,2024-02-22,Public Works Department,High,Pending,Bavdhan,Street Light,110,2024-06-11,Medium,5,"Resolved quickly, thanks!",Completed,6161,2024-08-26,6150,False,No,Road Damage,Kothrud,0,,11,0.0017886178861788
C3975,"Uncollected garbage near Lane 24 in Aundh, causing health concerns.",Aundh,Garbage Issue,2024-04-05,Municipal Waste Management Department,Medium,Pending,Vishrantwadi,Animal Nuisance,-10,2024-03-26,High,3,Average service.,In Progress,0,,-174,False,No,Garbage Issue,Aundh,0,,174,-1.0
C3976,"Water leakage from pipeline near Lane 53 in Kharadi, needs urgent attention.",Kharadi,Water Issue,2024-02-02,Water Supply and Sanitation Department,High,Resolved,Kharadi,Street Light,204,2024-08-24,Medium,1,Issue still persists.,Completed,4083,2024-05-30,4180,False,No,Water Issue,Kharadi,16,2024-02-18,97,0.0232057416267942
C3977,"Unauthorized parking near Lane 38 in Shivajinagar, causing congestion.",Shivajinagar,Illegal Parking,2024-01-18,Traffic and Transportation Department,Medium,Pending,Lohegaon,Noise Pollution,165,2024-07-01,High,3,Neutral experience.,Completed,4268,2024-05-28,4056,False,No,Illegal Parking,Shivajinagar,0,,212,0.0522682445759368
C3978,"Stray dogs causing fear near Lane 13 in Balewadi, especially for kids.",Balewadi,Animal Nuisance,2024-03-25,Animal Control and Welfare Department,Low,In Progress,Swargate,Street Light,90,2024-06-23,Low,4,"Resolved quickly, thanks!",Completed,9944,2025-02-07,10036,False,No,Animal Nuisance,Balewadi,24,2024-04-18,92,0.0091669988043045
C3979,"Frequent power cuts near Lane 33 in Thergaon, needs investigation.",Thergaon,Electricity Issue,2024-02-08,Electricity Distribution Department,High,In Progress,Warje,Drainage Problem,25,2024-03-04,Low,4,Very satisfied with the resolution.,Completed,4949,2024-02-24,5112,False,No,Electricity Issue,Thergaon,22,2024-03-01,163,0.031885758998435
